R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR.,B_SIG_STR.,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR.,B_TOTAL_STR.,R_TD,B_TD,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL,B_CTRL,R_HEAD,B_HEAD,R_BODY,B_BODY,R_LEG,B_LEG,R_DISTANCE,B_DISTANCE,R_CLINCH,B_CLINCH,R_GROUND,B_GROUND,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner,R_Stance,R_DOB,SLpM_x,Str_Acc_x,SApM_x,Str_Def_x,TD_Avg_x,TD_Acc_x,TD_Def_x,Sub_Avg_x,R_Height_cms,R_Weight_lbs,R_Reach_cms,B_Stance,B_DOB,SLpM_y,Str_Acc_y,SApM_y,Str_Def_y,TD_Avg_y,TD_Acc_y,TD_Def_y,Sub_Avg_y,B_Height_cms,B_Weight_lbs,B_Reach_cms
Jack Hermansson,Kelvin Gastelum,0,0,2 of 4,0 of 3,50%,0%,2 of 4,1 of 5,0 of 1,1 of 1,0%,100%,1,0,0,0,0:00,0:33,0 of 1,0 of 1,0 of 1,0 of 2,2 of 2,0 of 0,2 of 4,0 of 3,0 of 0,0 of 0,0 of 0,0 of 0,Submission,1,1:18,3 Rnd (5-5-5),Herb Dean,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,Jack Hermansson,Orthodox,"Jun 10, 1988",5.03,44%,3.46,54%,1.96,34%,75%,0.7,185.42000000000002,185.0,195.58,Southpaw,"Oct 24, 1991",3.64,43%,2.92,59%,1.22,39%,64%,0.1,175.26,185.0,180.34
Marc Diakiese,Rafael Fiziev,0,0,68 of 148,78 of 124,45%,62%,73 of 153,82 of 128,0 of 4,1 of 2,0%,50%,0,0,0,0,0:22,2:49,31 of 105,28 of 65,19 of 21,33 of 41,18 of 22,17 of 18,66 of 146,67 of 110,2 of 2,9 of 12,0 of 0,2 of 2,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,Rafael Fiziev,Orthodox,"Mar 16, 1993",3.08,39%,2.79,54%,2.16,36%,62%,0.0,177.8,155.0,185.42000000000002,Switch,"Mar 05, 1993",4.67,57%,4.17,55%,0.84,50%,100%,0.0,172.72,155.0,180.34
Alexandre Pantoja,Askar Askarov,0,0,32 of 62,41 of 63,51%,65%,40 of 71,44 of 66,1 of 2,2 of 15,50%,13%,0,0,0,1,2:17,5:11,17 of 40,31 of 53,12 of 19,1 of 1,3 of 3,9 of 9,30 of 60,34 of 54,1 of 1,5 of 6,1 of 1,2 of 3,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Flyweight Bout,Askar Askarov,Orthodox,"Apr 16, 1990",4.3,47%,3.39,53%,0.94,35%,68%,0.9,165.1,125.0,170.18,Orthodox,"Oct 09, 1992",3.37,55%,2.65,56%,2.75,28%,64%,0.0,167.64000000000001,125.0,170.18
Grant Dawson,Nad Narimani,0,0,53 of 115,31 of 76,46%,40%,136 of 218,57 of 105,2 of 6,0 of 0,33%,---,1,0,0,0,8:11,0:09,25 of 74,17 of 59,5 of 14,12 of 15,23 of 27,2 of 2,48 of 108,28 of 73,0 of 0,2 of 2,5 of 7,1 of 1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Catch Weight Bout,Grant Dawson,Switch,"Feb 20, 1994",3.4,48%,2.1,51%,3.44,34%,40%,1.6,177.8,145.0,182.88,Orthodox,"Apr 14, 1987",3.33,42%,3.0,58%,1.92,41%,70%,0.0,172.72,145.0,177.8
Deiveson Figueiredo,Joseph Benavidez,2,0,35 of 40,18 of 28,87%,64%,40 of 45,22 of 33,0 of 0,0 of 0,---,---,4,0,0,0,2:23,0:00,31 of 36,8 of 15,4 of 4,5 of 7,0 of 0,5 of 6,12 of 16,18 of 28,0 of 0,0 of 0,23 of 24,0 of 0,Submission,1,4:48,5 Rnd (5-5-5-5-5),Marc Goddard,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",UFC Flyweight Title Bout,Deiveson Figueiredo,Orthodox,"Dec 18, 1987",3.38,56%,3.35,50%,1.57,50%,61%,2.4,165.1,125.0,172.72,Southpaw,"Jul 31, 1984",3.52,34%,2.67,61%,1.41,30%,62%,0.6,162.56,125.0,165.1
Roman Dolidze,Khadis Ibragimov,1,0,19 of 22,4 of 14,86%,28%,19 of 22,10 of 20,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:34,9 of 11,0 of 8,1 of 1,1 of 3,9 of 10,3 of 3,13 of 16,3 of 12,0 of 0,0 of 0,6 of 6,1 of 2,KO/TKO,1,4:15,3 Rnd (5-5-5),Herb Dean,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Light Heavyweight Bout,Roman Dolidze,Orthodox,"Jul 15, 1988",2.98,51%,1.75,61%,1.75,50%,33%,2.2,187.96,205.0,193.04,Orthodox,"May 21, 1995",3.55,49%,4.26,47%,0.97,30%,80%,0.3,190.5,205.0,198.12
Ariane Lipski,Luana Carolina,0,0,3 of 4,2 of 4,75%,50%,11 of 12,2 of 4,0 of 0,0 of 0,---,---,1,1,0,0,1:07,0:00,1 of 2,0 of 2,2 of 2,0 of 0,0 of 0,2 of 2,3 of 4,2 of 4,0 of 0,0 of 0,0 of 0,0 of 0,Submission,1,1:28,3 Rnd (5-5-5),Daniel Movahedi,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight Bout,Ariane Lipski,Orthodox,"Jan 26, 1994",3.03,32%,4.45,48%,0.27,25%,45%,0.5,167.64000000000001,125.0,170.18,Orthodox,"Jun 11, 1993",6.29,50%,3.75,47%,0.0,0%,100%,2.4,167.64000000000001,125.0,175.26
Malcolm Gordon,Amir Albazi,0,0,3 of 16,12 of 28,18%,42%,5 of 18,28 of 46,0 of 0,1 of 1,---,100%,0,1,1,0,0:22,2:21,1 of 11,8 of 24,1 of 1,2 of 2,1 of 4,2 of 2,3 of 16,10 of 25,0 of 0,0 of 0,0 of 0,2 of 3,Submission,1,4:42,3 Rnd (5-5-5),Herb Dean,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight Bout,Amir Albazi,Switch,"May 19, 1990",0.55,13%,3.87,54%,0.0,0%,0%,0.0,170.18,125.0,180.34,Orthodox,"Oct 27, 1993",4.06,40%,3.15,58%,2.28,75%,66%,0.8,165.1,125.0,172.72
Brett Johns,Montel Jackson,0,1,11 of 19,26 of 44,57%,59%,30 of 39,80 of 99,8 of 19,2 of 3,42%,66%,1,0,0,1,8:42,2:41,7 of 14,18 of 35,2 of 3,6 of 6,2 of 2,2 of 3,4 of 11,14 of 31,6 of 6,5 of 5,1 of 2,7 of 8,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight Bout,Brett Johns,Orthodox,"Feb 21, 1992",2.86,49%,3.84,53%,4.92,49%,58%,1.0,170.18,135.0,180.34,Southpaw,"Apr 24, 1992",3.77,55%,1.5,56%,4.15,77%,66%,0.2,177.8,135.0,190.5
Carlos Felipe,Serghei Spivac,0,0,44 of 121,73 of 149,36%,48%,44 of 121,165 of 253,0 of 0,3 of 7,---,42%,0,0,0,0,0:00,4:52,30 of 107,72 of 148,14 of 14,1 of 1,0 of 0,0 of 0,44 of 121,47 of 121,0 of 0,3 of 3,0 of 0,23 of 25,Decision - Majority,3,5:00,3 Rnd (5-5-5),Rich Mitchell,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Heavyweight Bout,Serghei Spivac,Orthodox,"Jan 12, 1995",4.42,45%,4.6,47%,0.0,0%,70%,0.0,182.88,245.0,190.5,Orthodox,"Jan 24, 1995",3.58,49%,2.84,58%,3.7,63%,75%,0.3,190.5,260.0,198.12
Davi Ramos,Arman Tsarukyan,0,0,33 of 103,91 of 197,32%,46%,49 of 122,118 of 227,0 of 5,1 of 5,0%,20%,0,0,0,0,0:18,3:08,20 of 82,60 of 160,10 of 18,13 of 19,3 of 3,18 of 18,29 of 92,80 of 182,4 of 7,6 of 7,0 of 4,5 of 8,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,Arman Tsarukyan,Orthodox,"Nov 05, 1986",2.64,37%,3.44,56%,1.95,40%,83%,0.6,167.64000000000001,155.0,177.8,Orthodox,"Oct 11, 1996",3.35,44%,1.43,62%,3.5,35%,78%,0.0,170.18,155.0,182.88
Modestas Bukauskas,Andreas Michailidis,0,0,18 of 49,23 of 46,36%,50%,18 of 49,23 of 46,0 of 0,0 of 1,---,0%,0,0,0,0,0:00,0:09,11 of 40,8 of 26,4 of 6,7 of 11,3 of 3,8 of 9,11 of 42,23 of 45,7 of 7,0 of 1,0 of 0,0 of 0,KO/TKO,1,5:00,3 Rnd (5-5-5),Daniel Movahedi,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Light Heavyweight Bout,Modestas Bukauskas,Switch,"Feb 10, 1994",3.56,37%,5.7,42%,0.0,0%,100%,0.0,190.5,205.0,198.12,Orthodox,"Jul 18, 1988",4.6,50%,3.6,63%,0.0,0%,0%,0.0,182.88,185.0,193.04
Molly McCann,Taila Santos,0,0,48 of 106,57 of 143,45%,39%,67 of 125,75 of 164,0 of 4,5 of 7,0%,71%,0,1,0,0,0:56,7:53,25 of 79,24 of 90,13 of 17,21 of 36,10 of 10,12 of 17,43 of 96,34 of 113,5 of 10,12 of 13,0 of 0,11 of 17,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight Bout,Taila Santos,Orthodox,"May 04, 1990",5.15,50%,4.28,65%,1.64,29%,28%,0.7,162.56,125.0,157.48,Orthodox,"Jun 22, 1993",3.52,48%,2.22,59%,2.0,80%,85%,1.0,167.64000000000001,125.0,172.72
John Phillips,Khamzat Chimaev,0,0,1 of 2,43 of 52,50%,82%,2 of 3,124 of 140,0 of 0,2 of 2,---,100%,0,1,0,0,0:00,5:54,1 of 2,40 of 49,0 of 0,1 of 1,0 of 0,2 of 2,1 of 2,1 of 1,0 of 0,0 of 0,0 of 0,42 of 51,Submission,2,1:12,3 Rnd (5-5-5),Herb Dean,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,Khamzat Chimaev,Southpaw,"Jun 09, 1985",1.72,34%,4.03,49%,0.0,0%,7%,0.0,180.34,185.0,190.5,Orthodox,"May 01, 1994",9.03,72%,0.1,66%,4.67,75%,0%,3.1,187.96,170.0,190.5
Ricardo Ramos,Lerone Murphy,0,0,10 of 29,22 of 40,34%,55%,10 of 29,24 of 42,0 of 2,1 of 2,0%,50%,0,0,0,0,0:57,1:22,3 of 17,14 of 32,1 of 3,5 of 5,6 of 9,3 of 3,7 of 25,3 of 12,1 of 2,2 of 3,2 of 2,17 of 25,KO/TKO,1,4:18,3 Rnd (5-5-5),Rich Mitchell,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Lerone Murphy,Orthodox,"Aug 01, 1995",3.0,39%,3.28,58%,1.99,56%,71%,0.7,175.26,145.0,182.88,Orthodox,"Jul 22, 1991",2.86,42%,2.07,63%,0.87,33%,41%,0.9,175.26,145.0,185.42000000000002
Jimmie Rivera,Cody Stamann,0,0,48 of 89,26 of 72,53%,36%,90 of 134,62 of 108,2 of 3,1 of 5,66%,20%,1,0,0,0,1:59,4:25,16 of 44,13 of 55,13 of 16,8 of 11,19 of 29,5 of 6,32 of 68,18 of 61,12 of 16,8 of 11,4 of 5,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Jimmie Rivera,Orthodox,"Jun 29, 1989",4.03,40%,3.9,60%,0.88,27%,92%,0.1,162.56,135.0,172.72,Orthodox,"Nov 09, 1989",4.14,48%,3.18,63%,3.03,46%,80%,0.0,167.64000000000001,145.0,162.56
Calvin Kattar,Dan Ige,0,0,105 of 260,84 of 218,40%,38%,107 of 262,87 of 221,1 of 1,0 of 9,100%,0%,0,0,0,0,1:06,0:03,70 of 211,37 of 150,19 of 32,30 of 46,16 of 17,17 of 22,95 of 236,82 of 216,1 of 3,2 of 2,9 of 21,0 of 0,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Calvin Kattar,Orthodox,"Mar 26, 1988",5.07,42%,8.16,50%,0.37,30%,89%,0.0,180.34,145.0,182.88,Orthodox,"Aug 06, 1991",3.95,46%,3.36,58%,1.68,27%,59%,0.5,170.18,145.0,180.34
Abdul Razak Alhassan,Mounir Lazzez,0,0,67 of 133,98 of 177,50%,55%,70 of 136,114 of 194,1 of 4,4 of 4,25%,100%,0,0,0,0,1:31,4:52,49 of 108,51 of 118,6 of 6,25 of 36,12 of 19,22 of 23,61 of 119,78 of 151,6 of 14,14 of 20,0 of 0,6 of 6,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,Mounir Lazzez,Orthodox,"Aug 11, 1985",4.54,48%,5.11,53%,0.72,28%,42%,0.0,177.8,170.0,185.42000000000002,Orthodox,"Nov 16, 1987",5.69,55%,4.78,45%,3.41,100%,60%,0.0,185.42000000000002,170.0,193.04
Tim Elliott,Ryan Benoit,0,0,67 of 169,55 of 122,39%,45%,90 of 193,64 of 131,1 of 13,1 of 2,7%,50%,2,2,1,0,2:42,0:22,31 of 100,39 of 97,16 of 40,13 of 22,20 of 29,3 of 3,44 of 139,47 of 107,14 of 20,8 of 15,9 of 10,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Flyweight Bout,Tim Elliott,Southpaw,"Dec 24, 1986",3.35,45%,2.49,59%,4.01,49%,58%,1.1,170.18,125.0,167.64000000000001,Orthodox,"Aug 25, 1989",2.95,41%,3.4,60%,0.33,25%,70%,0.5,165.1,125.0,172.72
Diana Belbita,Liana Jojua,0,0,5 of 9,2 of 3,55%,66%,6 of 11,3 of 4,1 of 2,0 of 0,50%,---,0,3,0,0,1:34,0:52,3 of 6,1 of 2,2 of 3,1 of 1,0 of 0,0 of 0,3 of 5,1 of 2,2 of 4,1 of 1,0 of 0,0 of 0,Submission,1,2:43,3 Rnd (5-5-5),Rich Mitchell,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight Bout,Liana Jojua,Orthodox,"Jun 26, 1996",5.81,39%,6.49,52%,1.69,66%,64%,0.0,170.18,125.0,172.72,Orthodox,"Mar 22, 1995",2.53,39%,4.86,48%,1.49,66%,50%,2.2,162.56,125.0,157.48
Jack Shore,Aaron Phillips,0,0,29 of 45,6 of 15,64%,40%,42 of 59,7 of 16,3 of 8,0 of 0,37%,---,1,0,0,0,5:25,0:05,19 of 32,1 of 9,5 of 6,5 of 6,5 of 7,0 of 0,7 of 14,5 of 14,6 of 6,1 of 1,16 of 25,0 of 0,Submission,2,2:29,3 Rnd (5-5-5),Herb Dean,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight Bout,Jack Shore,Orthodox,"Feb 06, 1995",3.69,54%,0.59,76%,5.16,46%,0%,1.5,172.72,135.0,180.34,Southpaw,"Aug 05, 1989",1.65,56%,3.44,39%,0.0,0%,44%,0.4,175.26,135.0,180.34
Jared Gordon,Chris Fishgold,0,0,44 of 69,20 of 58,63%,34%,241 of 282,27 of 65,3 of 6,0 of 1,50%,0%,0,1,0,1,10:22,0:43,35 of 58,13 of 49,6 of 8,5 of 7,3 of 3,2 of 2,19 of 35,16 of 52,2 of 3,4 of 6,23 of 31,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Jared Gordon,Orthodox,"Sep 06, 1988",5.54,56%,3.22,60%,2.81,39%,55%,0.0,175.26,145.0,172.72,Orthodox,"Jun 06, 1992",2.01,32%,2.7,46%,2.59,46%,44%,1.3,172.72,145.0,172.72
Jessica Andrade,Rose Namajunas,0,0,71 of 205,82 of 235,34%,34%,79 of 213,82 of 235,1 of 3,0 of 1,33%,0%,0,0,0,0,0:29,0:00,31 of 134,63 of 209,25 of 55,12 of 19,15 of 16,7 of 7,64 of 194,77 of 225,7 of 11,5 of 10,0 of 0,0 of 0,Decision - Split,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Strawweight Bout,Rose Namajunas,Orthodox,"Sep 25, 1991",6.38,49%,5.26,53%,3.11,57%,76%,0.4,154.94,115.0,157.48,Orthodox,"Jun 29, 1992",4.13,40%,3.98,60%,1.91,53%,50%,0.8,165.1,115.0,165.1
Makwan Amirkhani,Danny Henry,0,0,2 of 6,6 of 16,33%,37%,2 of 6,6 of 16,1 of 1,0 of 0,100%,---,1,0,0,0,0:47,0:00,1 of 5,1 of 6,1 of 1,3 of 7,0 of 0,2 of 3,2 of 6,6 of 16,0 of 0,0 of 0,0 of 0,0 of 0,Submission,1,3:15,3 Rnd (5-5-5),Leon Roberts,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Makwan Amirkhani,Southpaw,"Nov 08, 1988",1.42,44%,2.63,51%,3.37,37%,57%,1.4,177.8,145.0,182.88,Orthodox,"Jul 17, 1988",5.2,51%,4.16,45%,0.74,33%,50%,2.2,182.88,145.0,185.42000000000002
Volkan Oezdemir,Jiri Prochazka,0,1,41 of 92,33 of 73,44%,45%,44 of 95,33 of 73,0 of 1,0 of 0,0%,---,0,0,0,0,0:17,0:02,30 of 76,29 of 67,3 of 6,3 of 5,8 of 10,1 of 1,41 of 92,33 of 73,0 of 0,0 of 0,0 of 0,0 of 0,KO/TKO,2,0:49,3 Rnd (5-5-5),Marc Goddard,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Light Heavyweight Bout,Jiri Prochazka,Orthodox,"Sep 19, 1989",5.03,45%,4.24,55%,0.36,20%,80%,0.0,187.96,205.0,190.5,Orthodox,"Oct 14, 1992",5.67,45%,7.05,55%,0.0,0%,100%,0.0,190.5,205.0,203.2
Elizeu Zaleski dos Santos,Muslim Salikhov,0,0,46 of 138,40 of 88,33%,45%,46 of 138,40 of 88,0 of 4,0 of 3,0%,0%,0,0,0,0,0:53,0:02,23 of 98,23 of 64,11 of 25,8 of 14,12 of 15,9 of 10,35 of 124,38 of 86,3 of 4,2 of 2,8 of 10,0 of 0,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,Muslim Salikhov,Orthodox,"Dec 11, 1986",4.05,39%,3.07,59%,0.57,17%,52%,0.5,180.34,170.0,185.42000000000002,Orthodox,"Jun 09, 1984",2.85,46%,2.29,67%,0.87,30%,80%,0.0,180.34,170.0,177.8
Petr Yan,Jose Aldo,1,0,194 of 309,83 of 157,62%,52%,258 of 376,83 of 157,1 of 2,0 of 1,50%,0%,0,0,0,0,4:50,0:00,150 of 256,38 of 97,35 of 44,28 of 39,9 of 9,17 of 21,99 of 201,81 of 154,9 of 11,2 of 3,86 of 97,0 of 0,KO/TKO,5,3:24,5 Rnd (5-5-5-5-5),Leon Roberts,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",UFC Bantamweight Title Bout,Petr Yan,Switch,"Feb 11, 1993",5.99,52%,3.55,62%,2.14,66%,90%,0.1,170.18,135.0,170.18,Orthodox,"Sep 09, 1986",3.45,45%,3.52,61%,0.57,56%,91%,0.1,170.18,135.0,177.8
Alexander Volkanovski,Max Holloway,0,0,137 of 272,102 of 268,50%,38%,139 of 275,111 of 277,3 of 9,0 of 0,33%,---,0,0,0,0,1:26,0:00,64 of 161,44 of 167,6 of 10,27 of 46,67 of 101,31 of 55,136 of 265,95 of 258,1 of 6,7 of 10,0 of 1,0 of 0,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",UFC Featherweight Title Bout,Alexander Volkanovski,Orthodox,"Sep 29, 1988",6.02,55%,3.31,60%,2.09,34%,72%,0.3,167.64000000000001,145.0,180.34,Orthodox,"Dec 04, 1991",7.26,46%,4.58,60%,0.21,71%,84%,0.3,180.34,145.0,175.26
Kamaru Usman,Jorge Masvidal,0,0,94 of 151,66 of 125,62%,52%,263 of 341,88 of 157,5 of 16,0 of 0,31%,---,0,0,0,0,16:38,0:00,43 of 96,23 of 69,49 of 53,29 of 39,2 of 2,14 of 17,42 of 86,38 of 90,39 of 49,27 of 34,13 of 16,1 of 1,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",UFC Welterweight Title Bout,Kamaru Usman,Switch,"May 11, 1987",4.66,54%,2.33,58%,3.22,47%,100%,0.1,182.88,170.0,193.04,Orthodox,"Nov 12, 1984",4.2,47%,3.0,65%,1.57,59%,77%,0.4,180.34,170.0,187.96
Amanda Ribas,Paige VanZant,0,0,6 of 7,3 of 5,85%,60%,13 of 15,4 of 6,1 of 1,0 of 0,100%,---,1,0,0,0,1:08,0:32,1 of 1,1 of 1,4 of 5,0 of 1,1 of 1,2 of 3,3 of 4,3 of 4,3 of 3,0 of 1,0 of 0,0 of 0,Submission,1,2:21,3 Rnd (5-5-5),Rich Mitchell,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight Bout,Amanda Ribas,Orthodox,"Aug 26, 1993",4.25,44%,1.78,71%,2.31,58%,85%,1.6,160.02,125.0,167.64000000000001,Orthodox,"Mar 26, 1994",3.35,52%,2.62,42%,1.27,33%,34%,1.0,162.56,115.0,165.1
Leonardo Santos,Roman Bogatov,0,0,66 of 119,50 of 117,55%,42%,116 of 181,81 of 155,1 of 2,1 of 11,50%,9%,0,0,0,1,1:34,6:07,56 of 106,24 of 82,6 of 9,20 of 29,4 of 4,6 of 6,42 of 89,37 of 96,10 of 12,6 of 7,14 of 18,7 of 14,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,Leonardo Santos,Orthodox,"Feb 05, 1980",2.65,44%,2.77,58%,1.07,29%,89%,0.3,182.88,155.0,190.5,Orthodox,"Dec 15, 1990",3.33,42%,4.4,44%,1.0,9%,50%,0.0,172.72,155.0,185.42000000000002
Karol Rosa,Vanessa Melo,0,0,120 of 228,45 of 135,52%,33%,177 of 289,78 of 168,2 of 4,0 of 2,50%,0%,0,0,0,0,5:50,0:06,82 of 180,22 of 103,11 of 16,5 of 10,27 of 32,18 of 22,87 of 178,43 of 133,1 of 1,2 of 2,32 of 49,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Bantamweight Bout,Karol Rosa,Orthodox,"Dec 30, 1994",7.73,52%,5.51,48%,2.0,60%,90%,0.0,165.1,135.0,170.18,Orthodox,"Mar 27, 1988",3.48,30%,6.13,59%,0.0,0%,71%,0.0,165.1,135.0,165.1
Marcin Tybura,Maxim Grishin,0,0,24 of 52,18 of 32,46%,56%,70 of 119,54 of 71,3 of 7,0 of 0,42%,---,0,0,0,0,9:25,0:16,15 of 36,9 of 20,5 of 9,4 of 5,4 of 7,5 of 7,14 of 37,14 of 27,6 of 11,4 of 5,4 of 4,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Heavyweight Bout,Marcin Tybura,Orthodox,"Nov 09, 1985",3.7,50%,3.25,56%,1.62,45%,82%,0.1,190.5,249.0,198.12,Orthodox,"May 02, 1984",2.95,44%,2.33,56%,0.38,33%,66%,0.0,190.5,220.0,198.12
Raulian Paiva,Zhalgas Zhumagulov,0,0,52 of 121,66 of 119,42%,55%,56 of 125,73 of 126,0 of 0,2 of 11,---,18%,0,0,0,0,0:43,0:29,14 of 71,19 of 61,22 of 31,17 of 25,16 of 19,30 of 33,51 of 119,64 of 115,1 of 2,1 of 2,0 of 0,1 of 2,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Flyweight Bout,Raulian Paiva,Orthodox,"Oct 17, 1995",4.46,43%,4.89,51%,0.26,20%,80%,0.3,172.72,125.0,175.26,Switch,"Aug 29, 1988",4.17,49%,4.0,58%,1.5,21%,33%,0.0,162.56,125.0,167.64000000000001
Martin Day,Davey Grant,1,1,62 of 160,74 of 177,38%,41%,69 of 168,87 of 191,0 of 1,2 of 4,0%,50%,0,1,1,0,1:28,2:08,45 of 133,47 of 144,15 of 24,19 of 24,2 of 3,8 of 9,60 of 155,69 of 169,0 of 0,2 of 3,2 of 5,3 of 5,KO/TKO,3,2:38,3 Rnd (5-5-5),Rich Mitchell,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight Bout,Davey Grant,Orthodox,"Nov 10, 1988",3.97,45%,3.79,53%,0.72,60%,65%,0.5,177.8,145.0,185.42000000000002,Orthodox,"Dec 18, 1985",3.93,47%,2.47,63%,2.3,45%,66%,0.2,172.72,135.0,175.26
Luis Pena,Khama Worthy,0,0,38 of 77,55 of 101,49%,54%,40 of 79,66 of 114,3 of 7,0 of 0,42%,---,3,1,0,2,4:13,0:46,25 of 61,20 of 61,6 of 8,18 of 22,7 of 8,17 of 18,33 of 70,51 of 96,0 of 0,1 of 2,5 of 7,3 of 3,Submission,3,2:53,3 Rnd (5-5-5),Mark Smith,"June 27, 2020","Las Vegas, Nevada, USA",Lightweight Bout,Khama Worthy,Southpaw,"Jul 05, 1993",3.26,47%,2.74,50%,1.37,33%,45%,1.4,190.5,155.0,190.5,Orthodox,"Oct 15, 1986",4.12,47%,3.69,45%,0.0,0%,57%,0.8,180.34,155.0,187.96
Philipe Lins,Tanner Boser,0,1,6 of 17,15 of 22,35%,68%,6 of 17,15 of 22,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:01,3 of 9,6 of 12,3 of 8,2 of 2,0 of 0,7 of 8,6 of 17,14 of 21,0 of 0,0 of 0,0 of 0,1 of 1,KO/TKO,1,2:41,3 Rnd (5-5-5),Herb Dean,"June 27, 2020","Las Vegas, Nevada, USA",Heavyweight Bout,Tanner Boser,Orthodox,"Aug 17, 1985",2.66,40%,3.68,49%,0.0,0%,0%,0.0,187.96,240.0,198.12,Orthodox,"Aug 02, 1991",4.54,55%,2.7,63%,0.0,0%,100%,0.0,187.96,255.0,190.5
